Threshold,Accepted,Rejected,AcceptedAccuracy,RejectionRate,Precision,Recall,F1
0.8000000000000003,15936,2064,0.9892068273092369,0.11466666666666667,0.9893568972284942,0.9892068273092369,0.9892157617994319
0.8100000000000003,15833,2167,0.9895787279732204,0.12038888888888889,0.9897336927966626,0.9895787279732204,0.9895900893541628
0.8200000000000003,15736,2264,0.9897686832740213,0.12577777777777777,0.989924264822825,0.9897686832740213,0.9897806782839657
0.8300000000000003,15639,2361,0.9900888803631945,0.13116666666666665,0.9902476172707063,0.9900888803631945,0.9901025525644047
0.8400000000000003,15517,2483,0.9905265193014113,0.13794444444444445,0.9906863569292211,0.9905265193014113,0.9905416899888185
0.8500000000000003,15410,2590,0.990785204412719,0.1438888888888889,0.9909465907331636,0.990785204412719,0.9908016181501815
0.8600000000000003,15274,2726,0.9908340971585701,0.15144444444444444,0.9910003818472259,0.9908340971585701,0.9908515092617244
0.8700000000000003,15123,2877,0.9914699464391986,0.15983333333333333,0.9916274053298391,0.9914699464391986,0.9914889353868964
0.8800000000000003,14967,3033,0.991648292911071,0.1685,0.9918085517372787,0.991648292911071,0.9916682597878126
0.8900000000000003,14765,3235,0.9922113105316627,0.17972222222222223,0.9923730271260677,0.9922113105316627,0.992233037234575
0.9000000000000004,14565,3435,0.9926536216958463,0.19083333333333333,0.9928113135556359,0.9926536216958463,0.9926759076305086
0.9100000000000004,14306,3694,0.9930798266461625,0.20522222222222222,0.9932320630719204,0.9930798266461625,0.9931016265129539
0.9200000000000004,14017,3983,0.9934365413426554,0.22127777777777777,0.9935813544653587,0.9934365413426554,0.9934578865331609
0.9300000000000004,13679,4321,0.9938592002339353,0.24005555555555555,0.9940053915418307,0.9938592002339353,0.9938815270736128
0.9400000000000004,13281,4719,0.9943528348768919,0.26216666666666666,0.994485699069569,0.9943528348768919,0.9943743109317752
0.9500000000000004,12752,5248,0.9953732747804266,0.29155555555555557,0.9954725981596338,0.9953732747804266,0.9953904905909944
0.9600000000000004,12151,5849,0.9961320055962473,0.3249444444444444,0.9962017135679262,0.9961320055962473,0.9961453733494263
0.9700000000000004,11409,6591,0.9971075466736786,0.36616666666666664,0.9971685890849237,0.9971075466736786,0.9971206604176358
0.9800000000000004,10473,7527,0.9978993602597155,0.4181666666666667,0.997938760565522,0.9978993602597155,0.99790806296962
0.9900000000000004,9027,8973,0.9990029910269193,0.4985,0.9990151791986718,0.9990029910269193,0.9990060758436383
