Threshold,Accepted,Rejected,AcceptedAccuracy,RejectionRate,Precision,Recall,F1
0.7600000000000002,8957,43,0.9938595511890141,0.0047777777777777775,0.9940091753310178,0.9938595511890141,0.9938849023674771
0.7700000000000002,8957,43,0.9938595511890141,0.0047777777777777775,0.9940091753310178,0.9938595511890141,0.9938849023674771
0.7800000000000002,8955,45,0.9939698492462311,0.005,0.9941201842697164,0.9939698492462311,0.9939956564815767
0.7900000000000003,8953,47,0.9939685021780409,0.005222222222222222,0.9941190217089931,0.9939685021780409,0.993994350937767
0.8000000000000003,8950,50,0.9939664804469274,0.005555555555555556,0.9941170447249265,0.9939664804469274,0.9939923336216444
0.8100000000000003,8948,52,0.9939651318730442,0.0057777777777777775,0.9941157174675053,0.9939651318730442,0.9939909814104659
0.8200000000000003,8947,53,0.9939644573600089,0.005888888888888889,0.994115058629807,0.9939644573600089,0.9939903063550635
0.8300000000000003,8944,56,0.9940742397137746,0.006222222222222222,0.9942253858413908,0.9940742397137746,0.9941003531779861
0.8400000000000003,8939,61,0.9940709251594138,0.0067777777777777775,0.9942223003247067,0.9940709251594138,0.9940970799228906
0.8500000000000003,8937,63,0.9941814926709186,0.007,0.9943336977145167,0.9941814926709186,0.9942081067510725
0.8600000000000003,8933,67,0.9942908317474533,0.0074444444444444445,0.9944356179566164,0.9942908317474533,0.994316118438774
0.8700000000000003,8929,71,0.9945122634113562,0.00788888888888889,0.9946583647114893,0.9945122634113562,0.9945382316649582
0.8800000000000003,8929,71,0.9945122634113562,0.00788888888888889,0.9946583647114893,0.9945122634113562,0.9945382316649582
0.8900000000000003,8926,74,0.9946224512659646,0.008222222222222223,0.9947696331767744,0.9946224512659646,0.9946488847989132
0.9000000000000004,8923,77,0.9947327132130449,0.008555555555555556,0.9948723687559512,0.9947327132130449,0.9947576631764766
0.9100000000000004,8918,82,0.9947297600358825,0.009111111111111111,0.9948697734094495,0.9947297600358825,0.9947547889817776
0.9200000000000004,8911,89,0.9948378408708338,0.009888888888888888,0.9949705207189006,0.9948378408708338,0.9948613666621534
0.9300000000000004,8895,105,0.9952782462057336,0.011666666666666667,0.9954158328711227,0.9952782462057336,0.9953040091329921
0.9400000000000004,8884,116,0.995384961728951,0.012888888888888889,0.9955161665739954,0.995384961728951,0.9954095370671646
0.9500000000000004,8825,175,0.9954674220963173,0.019444444444444445,0.9955982000460745,0.9954674220963173,0.9954923630943314
0.9600000000000004,8645,355,0.9961827646038173,0.03944444444444444,0.9962929327409906,0.9961827646038173,0.9962045918473782
0.9700000000000004,8311,689,0.9974732282517146,0.07655555555555556,0.9975546054240448,0.9974732282517146,0.997491258954488
0.9800000000000004,7967,1033,0.9994979289569474,0.11477777777777778,0.9995014338174709,0.9994979289569474,0.9994987148966565
0.9900000000000004,7777,1223,0.9997428314259997,0.1358888888888889,0.9997613381331585,0.9997428314259997,0.9997477453586876
