RF,SVM,CNN
1.0,0.999795783164503,0.99995685
1.0,0.9986220791282701,0.9999969
0.9166666666666666,0.9976868110271226,0.9530461
1.0,0.9951343870974276,0.9999869
0.48,0.6501019270801754,0.99999857
1.0,0.9887447198343433,0.99999595
0.9666666666666667,0.9981579227594436,0.9999994
0.9566666666666667,0.9576664275799032,1.0
0.91,0.8594511997486384,0.9999912
0.9833333333333333,0.9911002602738352,0.9980509
1.0,0.9948713168969026,0.99963856
1.0,0.9995819612239034,0.99992037
1.0,0.9931018798702238,0.99999976
0.9933333333333333,0.9152708139174622,0.99885654
0.9933333333333333,0.9513865174693378,0.99999344
0.96,0.9506269806386453,0.9999838
0.96,0.9805642575086575,0.9999918
1.0,0.9998282411532573,1.0
0.9933333333333333,0.9978159707286219,0.9999981
0.9666666666666667,0.9997813862177325,0.9610647
1.0,0.9989756922583373,0.9999496
0.71,0.43810455946533067,0.99998474
0.9933333333333333,0.9277894339174034,0.9999988
1.0,0.9783390409627167,0.9999994
0.9866666666666667,0.9785603049645507,0.99991715
0.8133333333333334,0.9881848891291706,0.99980146
1.0,0.9942664560256615,0.99999964
0.42333333333333334,0.5783301778362017,0.9999796
0.9666666666666667,0.9858448827884039,0.9999709
0.9233333333333333,0.7129992935106514,0.99999356
0.9233333333333333,0.8604735011923725,0.9999939
0.9766666666666667,0.9444537109153074,0.9999975
1.0,0.9945448976899748,0.9999999
1.0,0.9898127429583322,0.9940866
0.8766666666666667,0.8169117569941706,0.98770684
1.0,0.993457868846121,0.979231
1.0,0.9986647598098521,0.99999404
1.0,0.9996956500204701,0.9556139
1.0,0.9983209432318199,0.9986902
1.0,0.9905373871376035,0.9717981
1.0,0.999997026532846,0.9999783
1.0,0.997752833230177,0.9999862
0.96,0.9573095599467065,0.99999917
0.4533333333333333,0.8844657288246575,0.9999937
0.9933333333333333,0.9945282951184616,0.99995005
1.0,0.9900691029925223,1.0
1.0,0.9998831702970277,0.9999951
0.9333333333333333,0.9999345652000385,0.9999813
0.9966666666666667,0.9671947695017319,0.99811006
0.98,0.9988585850354379,0.99997747
0.9766666666666667,0.9550605219715604,0.9999677
1.0,0.9982103554996788,0.9999975
0.8966666666666666,0.9402031196083526,0.9999987
0.9666666666666667,0.9854174346400895,0.9996228
0.95,0.9479170792367663,0.99869895
0.44333333333333336,0.9099862034301297,0.9996239
0.94,0.9971560162564485,0.99999976
0.86,0.9986823113386123,0.99983907
0.9633333333333334,0.9995438709824099,0.97014713
0.88,0.9932837096068556,0.9999924
1.0,0.9990633059804247,0.99999714
0.96,0.9650847479189067,0.9999201
0.95,0.7640467016015512,0.99999833
1.0,0.9999825603935893,0.9999567
1.0,0.9990285847785902,0.99989784
0.9733333333333334,0.9730376098470144,0.97078305
0.9933333333333333,0.975564353000317,0.9691004
0.86,0.8973098159697446,0.99994504
1.0,0.9968859261768938,0.99996877
0.9866666666666667,0.9698434534854143,0.9999982
1.0,0.999206977402742,0.99999905
0.8666666666666667,0.975028323963394,0.9999962
0.38,0.36792731188742556,0.99806577
0.9966666666666667,0.9996743450933818,0.99989545
1.0,0.9966329148992458,0.9999821
0.8966666666666666,0.5479508403923468,0.9950316
0.9766666666666667,0.9865880628605477,0.99999607
1.0,0.9995081115051315,0.99993324
0.98,0.9999521065123794,0.99998665
0.67,0.9444375710067064,0.99999976
0.9933333333333333,0.9997546810209514,0.99999464
1.0,0.999992311389057,0.9999883
1.0,0.9996443303624516,0.99998844
1.0,0.9999981097631065,0.99994195
1.0,0.9989400464473271,0.9999975
1.0,0.9873362499094588,0.99999845
1.0,0.9967586194222496,0.9999502
1.0,0.9908174702141948,0.9996275
0.9833333333333333,0.9306074396584676,0.9999894
0.99,0.8689845379079173,0.9999988
0.9933333333333333,0.9757435139765304,0.9999733
0.88,0.9408135428858495,0.99995303
0.99,0.9730908235978586,0.9999999
0.97,0.9557875773826726,0.9997961
0.9866666666666667,0.9961681476999975,0.9999881
0.9966666666666667,0.9925861759365381,0.99961877
0.4766666666666667,0.8858204582026925,0.96253455
0.9933333333333333,0.999992299469836,0.99981993
0.93,0.9961549721031484,0.99974555
1.0,0.9999273821885175,0.999938
0.98,0.9005316516605824,0.9994887
1.0,0.9994255093989608,0.99999726
0.9866666666666667,0.9999736886186189,0.99973017
0.49666666666666665,0.6811036035367084,0.97583824
0.86,0.9966356100675882,0.9362711
1.0,0.991528173147858,0.99998415
1.0,0.9930807113021946,0.9999987
0.9233333333333333,0.9283024574810408,0.95289457
1.0,0.997494852104131,0.99999547
0.8433333333333334,0.9650048546351219,0.9999366
0.9966666666666667,0.9961678694708309,0.9999993
1.0,0.9999707220932547,0.99999666
0.99,0.9989555873429722,0.9999949
0.9166666666666666,0.9468296736412058,0.99997616
1.0,0.9928785941018105,1.0
1.0,0.9994879406252477,0.99980503
0.9466666666666667,0.8880244768106178,0.9999963
0.95,0.9991499151303833,0.9999951
1.0,0.9987146477850379,0.99999905
0.9366666666666666,0.9863807260909164,0.97704244
0.9966666666666667,0.9879758101399282,0.9999993
0.9933333333333333,0.9987204074311782,0.960681
0.9033333333333333,0.6733317495965894,0.9716391
1.0,0.998470561516925,0.999949
1.0,0.9995531115215868,0.9999596
1.0,0.983122322037961,0.9999962
0.9266666666666666,0.8696702379851617,0.9843062
1.0,0.9992154008514971,0.99981326
1.0,0.9898009607192145,0.99872464
0.7066666666666667,0.5603086593835178,0.9999999
0.5,0.9165141540905748,0.9999876
0.9933333333333333,0.99427417733828,0.99999225
0.9233333333333333,0.9390188439618226,0.9999275
1.0,0.984972329899816,0.9999933
1.0,0.9792636481108238,0.9999995
1.0,0.9997476642208364,0.99998236
1.0,0.9890117580431362,0.9999974
0.7133333333333334,0.635914998019079,0.9999541
1.0,0.9927249174019379,0.9999529
0.98,0.9377015029042196,0.99996483
1.0,0.9996608428212976,0.99999034
1.0,0.9999999118634156,0.97206706
0.9866666666666667,0.9999294376705474,0.9460267
1.0,0.9953993978090085,0.9998242
0.7633333333333333,0.9550214833089175,0.99999976
0.97,0.9404331773492357,0.9999703
1.0,0.9991051807011581,0.999995
1.0,0.9978949534517094,0.9999143
0.9466666666666667,0.9828417625934004,0.97781265
1.0,0.9993567400785315,0.98787224
0.9633333333333334,0.9432774515183782,0.99800617
0.99,0.9957307139677357,0.99911207
0.9933333333333333,0.9789281103432214,0.99999833
1.0,0.9997114794594781,0.999961
1.0,0.9958557886586552,0.999974
1.0,0.9999999021676425,0.99999964
0.98,0.9970599711285687,1.0
0.36666666666666664,0.39941201357021866,0.99991333
0.9933333333333333,0.9953155323486329,0.999972
1.0,0.9993414392703457,0.998747
0.9966666666666667,0.9999783630986809,0.82345986
0.9933333333333333,0.9967898750289009,0.9999244
1.0,0.9985219248701382,0.9941724
0.6366666666666667,0.8383185918044309,0.99995196
1.0,0.9982479076204439,0.99989986
0.9333333333333333,0.8687672236666655,0.9998704
1.0,0.9921187797033078,0.976177
0.9966666666666667,0.9958021355797302,0.99998355
0.9933333333333333,0.9661764551554123,0.99997544
1.0,0.9974200166401571,0.9999734
1.0,0.9978289725042667,0.9999999
1.0,0.9999986972699911,0.99996364
0.9866666666666667,0.9714546327792255,0.99999917
0.9933333333333333,0.9977870170635331,0.9999292
0.8933333333333333,0.9884188795040838,0.99992645
0.96,0.8417306809610123,0.9999989
0.9733333333333334,0.9936752067987257,0.99999523
0.9966666666666667,0.9997530588651723,0.99999905
0.9366666666666666,0.9904916203788942,1.0
0.9233333333333333,0.9398745957768984,0.99997616
0.92,0.9934577856950866,0.97516745
1.0,0.9994607699357143,0.999724
0.5966666666666667,0.924488435743374,0.95026296
1.0,0.9991699827214843,0.99999845
1.0,0.9998602427907828,0.9999771
0.98,0.9640893218780813,0.93954486
0.8366666666666667,0.864759793277435,0.9999734
0.9933333333333333,0.998512216662852,0.9753686
0.5333333333333333,0.6064380170880503,0.99999917
0.98,0.9982612770905447,0.9999715
0.99,0.98627930986553,0.9999989
0.7966666666666666,0.8862906331781957,0.99997985
0.9966666666666667,0.983521178937652,0.94606864
0.8866666666666667,0.8733074014971721,0.9657237
0.9966666666666667,0.9986486962044879,0.9429847
1.0,0.974396305140767,0.9697375
0.93,0.9771773735828838,0.9999695
1.0,0.9999995238927729,0.9998455
0.7433333333333333,0.9938736784089145,0.999998
0.9,0.9330230545632398,0.99999976
1.0,0.9997299489650033,0.99992454
0.9133333333333333,0.9970796252887256,0.9998073
0.9266666666666666,0.9608278207318703,0.9999856
0.95,0.9460378505020125,0.9828446
0.97,0.9912438996901165,0.9999161
1.0,0.9996906601931,0.9732562
0.5133333333333333,0.670353292621092,0.96854746
0.98,0.9462374103754027,0.99996173
0.89,0.9967151407045475,0.9990916
0.9466666666666667,0.9814710200285944,0.97011256
1.0,0.9997028691299951,0.95416987
1.0,0.9943815410249474,0.99984956
0.47,0.5711284282982007,0.99999595
1.0,0.9999991151368235,0.99992096
0.99,0.9282419945040655,0.9915589
1.0,0.9990298478754764,0.9999069
0.96,0.9996896487189871,0.99991107
1.0,0.999774454990233,0.9999261
1.0,0.9984309606887712,0.9824766
1.0,0.9938663620976023,0.9998392
1.0,0.9997954747083319,0.9999527
0.45,0.665803621244651,0.99997616
1.0,0.9573160286618091,0.99346066
0.9966666666666667,0.9704312224420995,0.99999964
1.0,0.9996800572166203,0.99990606
0.9733333333333334,0.9783410993672502,0.9998454
1.0,0.954641107455425,0.9998927
0.99,0.9999788668052192,0.9999471
1.0,0.991256737269236,0.9991843
0.9733333333333334,0.9366596278615795,0.8316531
1.0,0.9989505107368816,0.9999999
0.5,0.6871351690457265,0.9999161
1.0,0.9948534558647862,0.9999291
1.0,0.9958368068823912,0.9985703
1.0,0.9997782480420133,0.9999957
1.0,0.9999663604718518,0.999964
0.66,0.7344733003744986,0.9999987
1.0,0.9985969151228922,0.99987495
0.9433333333333334,0.9461334958912689,0.9999943
0.9966666666666667,0.9968563737894862,0.99874085
0.9966666666666667,0.9996434808817414,0.9999182
0.53,0.7800476355950849,0.99999976
0.9966666666666667,0.9831052217474454,0.9998605
0.98,0.9990570407170327,0.99997306
0.9966666666666667,0.9821332158698126,0.9823841
0.99,0.9937044832641403,0.9999995
1.0,0.9834361889229142,0.9997509
0.8166666666666667,0.9892627025527578,0.99999857
0.44,0.8342715463680416,0.9999471
1.0,0.9991058944728992,0.99726844
1.0,0.9973267376119221,0.9999833
1.0,0.9988329506970739,0.9999403
0.9533333333333334,0.9068861800759915,0.99951947
0.9966666666666667,0.9997299039414521,0.999998
0.9633333333333334,0.9932793343749761,0.99999726
0.89,0.9659759198940665,0.99998665
0.8233333333333334,0.9057448219233774,0.99996006
1.0,0.9991402276707786,0.99995923
0.5,0.7299126396290037,0.99997187
0.9833333333333333,0.9981572838340178,0.99783677
1.0,0.9989391947783262,0.99999905
0.98,0.9542313286279919,0.99999976
0.63,0.5360577711659171,0.99991953
1.0,0.9903277857448277,0.99997675
0.96,0.9600623808222686,0.9999062
1.0,0.996753252887862,0.99974996
1.0,0.9986226881186068,0.9536443
1.0,0.9999047549215413,0.9999858
0.9133333333333333,0.9620007712033818,0.9999149
1.0,0.9976815215770106,0.9999846
0.9966666666666667,0.9991694273181672,0.9999542
1.0,0.9981376656918576,0.99976605
0.9866666666666667,0.9757581860492086,0.9999989
0.9133333333333333,0.9086103655003499,0.9999999
1.0,0.9983906714446251,0.9999232
0.9833333333333333,0.9851575903760544,0.99998784
1.0,0.9998432898313041,0.99998534
1.0,0.9934013760393994,0.944083
0.9966666666666667,0.9992819224449709,0.9999995
0.9133333333333333,0.9500586516688597,0.9999999
1.0,0.9999389103669207,0.9999734
0.8866666666666667,0.8840796117623407,0.83485353
1.0,0.9872236617598035,0.9999975
0.92,0.9592387839721888,0.999995
0.9066666666666666,0.9667961537257365,0.99996555
1.0,0.9970171500303391,0.99993
1.0,0.9993780850127176,0.99998796
0.9866666666666667,0.9543143545107646,0.9999974
1.0,0.9969785945706925,0.99992955
1.0,0.9614053281361974,0.99999774
0.8966666666666666,0.9555096945689332,0.99999666
0.82,0.8706990966603602,0.99997175
0.9733333333333334,0.9236157060797533,0.9723876
1.0,0.9987698326256165,0.99965644
1.0,0.9972808047736664,0.99999833
0.9833333333333333,0.9914338993485464,0.99999285
0.7766666666666666,0.9441550231761648,0.9999944
1.0,0.9992505911142836,0.9999975
0.98,0.7402838684082532,0.99998605
0.8266666666666667,0.9905461408166512,0.95784664
0.92,0.9398667962159231,0.99999845
1.0,0.9981369990092882,0.9998343
0.9866666666666667,0.9492806037289113,0.99998343
0.9933333333333333,0.9941059365084826,0.9999999
0.9033333333333333,0.989955723449623,0.9999989
1.0,0.9999375981857815,0.9987079
0.9466666666666667,0.9854741160095188,0.99999774
1.0,0.9979635406530615,0.99983144
1.0,0.9999996526917524,0.99999774
1.0,0.9990884844655271,0.99996126
0.9966666666666667,0.9940019620110309,0.9999994
1.0,0.9972218506665487,0.9999931
0.3466666666666667,0.8980640230871061,0.99999654
0.93,0.9753304139808201,0.99994445
0.93,0.9031342083810358,0.9999987
0.7566666666666667,0.9382166594188819,0.9748751
0.9933333333333333,0.9999993018368125,0.999838
1.0,0.9950057154493323,0.99998116
0.6866666666666666,0.6185962689412207,0.9998456
0.9666666666666667,0.9736437951523701,0.97331494
0.9933333333333333,0.9998407281078139,0.9999999
0.9266666666666666,0.9996012312258995,0.81341255
0.9766666666666667,0.9961587834258813,0.9998511
0.93,0.9582602328600969,0.9999778
1.0,0.986588301164439,0.999936
0.9933333333333333,0.9981715678581546,1.0
0.8233333333333334,0.7721216154394205,0.94905674
0.97,0.9863816496466735,0.99999225
1.0,0.9999076385299848,0.99997115
0.9466666666666667,0.9921073046827755,0.9609701
0.9366666666666666,0.9789126198538917,0.99998367
0.9466666666666667,0.5783209884637953,0.9999864
1.0,0.9993330326469718,0.9999509
0.99,0.9998558254207897,0.96771526
0.49666666666666665,0.3767472767368156,0.999775
1.0,0.9982133593864414,0.94588834
1.0,0.9667724616150868,0.9999893
0.9566666666666667,0.9518522560057416,0.9999738
0.92,0.9992900678638158,0.999627
0.99,0.9977992824117939,0.9999963
0.5933333333333334,0.9522490988461133,0.9996933
1.0,0.9980829645408434,0.96453387
0.9933333333333333,0.9996357526351338,0.9999833
0.9166666666666666,0.9895388477212236,0.9999746
0.9266666666666666,0.9661022756074885,0.99988234
1.0,0.9999989244096155,0.999859
1.0,0.9995540998366947,0.99998415
0.99,0.9888205317373944,0.999998
0.87,0.9999480044316226,0.9999957
1.0,0.9991099411218504,0.9999902
0.94,0.9755211545309286,0.99999297
0.71,0.676236999016702,0.9999666
0.99,0.9817522939758699,0.999979
0.9566666666666667,0.7923803027350282,0.9993856
0.9866666666666667,0.9915987215128848,0.9688983
0.81,0.5469109820848085,0.9998087
1.0,0.9999996576943051,0.99992335
1.0,0.9896407112195926,0.9999949
0.7433333333333333,0.7143939696689392,0.9999976
0.9966666666666667,0.9507839835042915,0.99997985
1.0,0.9910934465324317,0.95912236
1.0,0.9992721350023339,0.9999901
1.0,0.9954578213329248,0.99992704
1.0,0.9988713382376441,0.9999999
1.0,0.9986182696516814,0.9999378
0.4766666666666667,0.6796769407144355,0.97103316
0.9566666666666667,0.9927592785308241,0.9999925
1.0,0.9818180171201403,0.9992761
0.99,0.9684781695847091,0.9997067
0.92,0.9581565521956473,0.99994886
1.0,0.9973057076470199,0.9998392
0.9733333333333334,0.9525524014108068,0.99996984
1.0,0.9668647424985589,0.9989635
0.5766666666666667,0.5344605824395402,0.9999956
1.0,0.9999595043764037,0.9765465
1.0,0.9980808933331453,0.9999113
1.0,0.9883787548776668,0.9999968
1.0,0.9118207288447909,0.97663337
1.0,0.9742295143447384,1.0
0.5666666666666667,0.7190988870204493,0.99999344
1.0,0.9982150300998464,0.99999595
1.0,0.9995133269901761,0.9999982
0.9433333333333334,0.9552563696244033,0.99551517
1.0,0.9994136078781837,0.99987125
0.99,0.9999052713149322,0.9999999
1.0,0.996927284203358,0.9999969
0.99,0.9936196201592836,0.99999857
1.0,0.9999990861426968,0.9999951
1.0,0.9919848642391115,0.9995505
1.0,0.9999994983523874,0.99998677
0.9566666666666667,0.9949852398579114,0.9999888
0.8433333333333334,0.9843159076240847,0.999985
0.8433333333333334,0.7124472582378444,0.96384585
0.8866666666666667,0.9806990783353681,0.999892
0.9633333333333334,0.9449011430996971,0.96074253
0.8933333333333333,0.9905305688706388,0.992785
0.87,0.9046155838888701,0.96981514
0.9733333333333334,0.9896214295428087,0.9998839
1.0,0.992087434792379,0.9688858
0.9633333333333334,0.949269255832511,0.99999046
1.0,0.9887175037777227,0.9999784
1.0,0.9975382138658175,0.99999976
0.9966666666666667,0.9904676557375152,0.9999963
1.0,0.9938820540161047,0.99994814
0.78,0.986726087346097,0.9999068
1.0,0.995322196201849,0.99999726
0.48333333333333334,0.6472936398107826,0.999985
0.9866666666666667,0.9997636599144676,0.99999905
1.0,0.9960260117157533,0.9999994
0.9566666666666667,0.9869374855230979,0.9999926
1.0,0.9987282728880422,0.9999969
0.6833333333333333,0.6097016214211908,0.9649675
1.0,0.9929593242122966,0.9999881
0.99,0.9928595395520449,0.975938
0.9933333333333333,0.9739098714039485,0.9999951
1.0,0.987474785878678,0.9763373
1.0,0.9935747935135614,0.9999267
1.0,0.9794353232259679,0.9999926
1.0,0.9993046060867753,0.99992
1.0,0.9990016611306225,0.99999845
1.0,0.9545788702194469,0.99997354
1.0,0.9947348021072504,0.9999442
1.0,0.9922245499559971,0.999964
0.6033333333333334,0.7200139672897249,0.9999714
0.98,0.9999197485497431,1.0
1.0,0.9986090335885722,0.9999459
0.9633333333333334,0.5816237590507368,0.99999976
1.0,0.9986852035940137,0.9747833
0.9733333333333334,0.9999912386060262,0.9999715
0.99,0.9210915630082712,0.9999962
1.0,0.9993592023956963,0.99990165
0.9966666666666667,0.9969697007391154,0.95673734
1.0,0.9914163687267487,0.94827986
0.9966666666666667,0.7073729193435628,0.9997899
1.0,0.9969743285925811,0.96565276
0.9666666666666667,0.9626203042768037,0.9948856
0.9833333333333333,0.9909897021981044,0.9999896
1.0,0.9971462199890292,0.9999949
0.9933333333333333,0.9626196825194758,0.9999832
0.6333333333333333,0.987281288342881,0.99999285
0.5633333333333334,0.9087865604463156,0.99989474
0.99,0.9982819891587306,0.999998
1.0,0.999839463954918,0.99994576
